,BLOCK,DATE,TIME,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,Inverter_No_1,DC_POWER_1,AC_POWER_1,Inverter_No_2,DC_POWER_2,AC_POWER_2,Inverter_No_3,DC_POWER_3,AC_POWER_3,Inverter_No_4,DC_POWER_4,AC_POWER_4,Inverter_No_5,DC_POWER_5,AC_POWER_5,Inverter_No_6,DC_POWER_6,AC_POWER_6,Inverter_No_7,DC_POWER_7,AC_POWER_7,Inverter_No_8,DC_POWER_8,AC_POWER_8,Inverter_No_9,DC_POWER_9,AC_POWER_9,Inverter_No_10,DC_POWER_10,AC_POWER_10,Inverter_No_11,DC_POWER_11,AC_POWER_11,Inverter_No_12,DC_POWER_12,AC_POWER_12,Inverter_No_13,DC_POWER_13,AC_POWER_13,Inverter_No_14,DC_POWER_14,AC_POWER_14,Inverter_No_15,DC_POWER_15,AC_POWER_15,Inverter_No_16,DC_POWER_16,AC_POWER_16,Inverter_No_17,DC_POWER_17,AC_POWER_17,Inverter_No_18,DC_POWER_18,AC_POWER_18,Inverter_No_19,DC_POWER_19,AC_POWER_19,Inverter_No_20,DC_POWER_20,AC_POWER_20,Inverter_No_21,DC_POWER_21,AC_POWER_21,Inverter_No_22,DC_POWER_22,AC_POWER_22
30,31,2020-05-15,07:30,26.424239066666665,32.206803566666665,0.3829133633333333,1.0,473.86666666666673,464.88666666666666,2,440.57333333333327,432.4733333333333,3,468.3933333333334,459.58,4.0,431.7866666666668,423.98,5.0,465.3733333333333,456.62,6,465.3857142857143,456.65,7,461.4071428571429,452.75714285714287,8.0,472.23333333333335,463.29333333333335,9.0,459.1666666666666,450.6133333333333,10,453.4466666666667,445.0199999999999,11.0,476.0933333333333,467.08,12.0,370.85333333333335,364.48666666666657,13,470.72,461.8399999999999,14,484.14666666666653,474.9,15.0,467.9933333333334,459.20666666666665,16.0,480.1466666666667,470.9933333333333,17,473.12666666666667,464.16,18,464.62142857142845,455.91428571428565,19,454.9714285714285,446.5071428571428,20,477.8133333333333,468.4066666666666,21.0,453.6,445.1666666666666,22,443.6133333333333,435.46
31,32,2020-05-15,07:45,27.12028751724138,34.59156220689654,0.4482866631034482,1.0,564.0857142857143,552.8285714285713,2,524.1857142857142,513.8357142857143,3,557.9642857142858,546.8571428571429,4.0,512.3214285714286,502.25000000000006,5.0,559.8333333333334,548.6999999999999,6,555.9866666666667,544.92,7,551.6933333333333,540.7266666666667,8.0,562.1285714285714,550.9214285714286,9.0,552.1466666666666,541.1533333333334,10,539.0466666666665,528.36,11.0,567.2142857142858,555.9000000000002,12.0,439.72857142857146,431.8785714285714,13,558.3666666666668,547.24,14,576.1714285714287,564.6357142857141,15.0,560.8533333333332,549.6733333333333,16.0,569.5214285714286,558.1428571428572,17,560.78,549.6066666666667,18,554.7,543.6666666666665,19,544.0266666666665,533.2333333333336,20,566.65,555.2357142857143,21.0,546.2733333333333,535.4466666666667,22,528.5533333333335,518.1133333333332
32,33,2020-05-15,08:00,27.678970266666667,35.705856366666666,0.4550275753333332,1.0,581.0533333333332,569.4066666666665,2,534.6733333333334,524.0866666666666,3,568.5333333333333,557.16,4.0,526.24,515.8266666666667,5.0,578.1714285714286,566.5785714285713,6,570.3733333333333,558.9733333333334,7,564.6999999999999,553.4333333333332,8.0,577.9200000000001,566.3533333333335,9.0,569.3571428571429,557.9571428571428,10,553.3785714285714,542.3785714285715,11.0,586.3066666666667,574.5333333333333,12.0,453.26666666666665,444.91333333333336,13,571.9357142857143,560.5071428571428,14,588.9933333333332,577.1666666666667,15.0,580.3,568.6785714285716,16.0,586.8599999999999,575.0666666666667,17,576.5928571428572,565.0357142857142,18,569.5466666666667,558.1933333333335,19,559.5333333333333,548.38,20,579.5866666666666,567.86,21.0,562.6142857142858,551.4000000000001,22,539.6285714285714,528.9214285714286
33,34,2020-05-15,08:15,27.953492333333333,36.78689773333334,0.509315263,1.0,664.14,650.5400000000002,2,611.64,599.28,3,648.6600000000001,635.4333333333332,4.0,602.1400000000001,590.0266666666668,5.0,657.4933333333331,644.0600000000001,6,649.9866666666666,636.7333333333336,7,643.7133333333333,630.5933333333334,8.0,659.7733333333334,646.2933333333332,9.0,647.68,634.4733333333332,10,629.4733333333335,616.6866666666668,11.0,669.48,655.7466666666667,12.0,518.9133333333334,508.68,13,605.8266666666667,593.46,14,672.5999999999999,658.8066666666666,15.0,658.86,645.3800000000001,16.0,671.4333333333334,657.6466666666666,17,655.1400000000001,641.7666666666668,18,647.5,634.3066666666667,19,637.8399999999999,624.8733333333333,20,662.6066666666667,648.8733333333332,21.0,641.1133333333332,628.0533333333334,22,615.2666666666667,602.8333333333333
34,35,2020-05-15,08:30,28.526214655172414,38.617749482758605,0.5709116793103447,1.0,757.0866666666667,741.2266666666667,2,697.9866666666667,683.5933333333334,3,740.6933333333334,725.2333333333331,4.0,683.8533333333334,669.7866666666665,5.0,753.6733333333334,737.8933333333332,6,742.4466666666666,726.9400000000002,7,735.0266666666665,719.6933333333334,8.0,753.2133333333331,737.44,9.0,741.02,725.56,10,717.42,702.5466666666665,11.0,761.8800000000001,745.9000000000002,12.0,588.8533333333332,577.0333333333332,13,737.5466666666665,722.1866666666666,14,767.5066666666668,751.3733333333333,15.0,751.5200000000001,735.7933333333333,16.0,762.9266666666667,746.9266666666667,17,744.0799999999998,728.5200000000001,18,739.6466666666665,724.2199999999998,19,729.6266666666669,714.4666666666666,20,757.4000000000002,741.3399999999998,21.0,687.8666666666667,673.5200000000001,22,701.7399999999999,687.2400000000001
35,36,2020-05-15,08:45,29.319021466666655,40.738035900000014,0.6253999813333333,1.0,840.7533333333333,822.7533333333334,2,769.8642857142858,753.692857142857,3,814.2428571428571,796.9357142857142,4.0,759.7066666666667,743.7733333333333,5.0,832.9333333333332,815.1733333333334,6,812.4214285714285,795.1714285714285,7,805.5357142857142,788.4714285714285,8.0,833.6,815.7933333333334,9.0,817.5733333333332,800.1866666666667,10,796.3199999999998,779.4666666666664,11.0,843.2133333333331,825.1666666666665,12.0,655.7466666666667,642.3666666666667,13,817.5133333333331,800.1200000000001,14,843.9357142857142,825.8714285714286,15.0,825.2600000000001,807.6666666666665,16.0,847.4,829.2399999999999,17,825.0733333333335,807.48,18,810.9857142857143,793.7785714285714,19,798.8857142857142,781.9714285714285,20,835.3571428571428,817.2785714285714,21.0,812.42,795.1666666666665,22,778.3866666666665,761.9866666666669
36,37,2020-05-15,09:00,29.572043620689648,41.47150403448277,0.6542055951724136,1.0,883.8266666666667,864.72,2,808.82,791.66,3,854.6266666666669,836.2933333333334,4.0,798.48,781.6,5.0,880.2733333333334,861.2466666666666,6,854.1000000000001,835.7933333333333,7,847.2866666666669,829.1266666666666,8.0,877.3199999999998,858.4,9.0,863.1533333333334,844.5799999999998,10,837.126666666667,819.2400000000001,11.0,887.2600000000001,868.0666666666667,12.0,688.0733333333333,673.8933333333334,13,858.9933333333332,840.52,14,886.74,867.5333333333333,15.0,871.92,853.1400000000001,16.0,889.9466666666666,870.6666666666665,17,865.6066666666666,846.9733333333331,18,850.1666666666665,831.94,19,840.5,822.5266666666665,20,875.9133333333333,856.74,21.0,859.1666666666665,840.7,22,818.0333333333334,800.6333333333333
37,38,2020-05-15,09:15,30.09140723333333,43.4653736,0.7024373413333334,1.0,951.1,930.2142857142859,2,875.1133333333332,856.26,3,923.5866666666668,903.4266666666668,4.0,861.3733333333331,842.8600000000001,5.0,955.8866666666665,934.86,6,924.0333333333332,903.8866666666665,7,916.2,896.2333333333332,8.0,943.5285714285714,922.8357142857144,9.0,937.46,916.92,10,904.2533333333334,884.6133333333332,11.0,957.3214285714287,936.2785714285712,12.0,742.88,727.3733333333333,13,925.94,905.6933333333332,14,958.5866666666666,937.5066666666664,15.0,945.9333333333333,925.2,16.0,958.1571428571427,937.1,17,933.36,912.9533333333331,18,904.9666666666666,885.2933333333333,19,910.58,890.78,20,947.1066666666666,925.9866666666666,21.0,931.96,911.5866666666666,22,885.9266666666665,866.76
38,39,2020-05-15,09:30,30.638658379310343,44.1451964137931,0.7566826427586206,1.0,1026.0600000000002,1003.1333333333332,2,561.5266666666665,549.2466666666667,3,992.7533333333331,970.7333333333331,4.0,261.72857142857146,256.0285714285714,5.0,1025.8785714285714,1002.9428571428572,6,997.0066666666669,974.8733333333331,7,989.4266666666668,967.4933333333331,8.0,1019.6533333333332,996.9,9.0,1005.2,982.8428571428573,10,973.8785714285711,952.3857142857144,11.0,1029.0466666666669,1006.0266666666666,12.0,169.17142857142858,165.60000000000002,13,995.6357142857144,973.5428571428571,14,1033.36,1010.22,15.0,1011.4285714285716,988.9071428571427,16.0,1034.5666666666668,1011.4,17,1005.3142857142856,982.95,18,978.3266666666666,956.7,19,980.6866666666668,958.9866666666665,20,1022.8733333333332,999.64,21.0,999.9857142857143,977.7571428571428,22,883.8785714285715,864.4571428571428
39,40,2020-05-15,09:45,31.375120033333328,45.71952399999999,0.799745994,1.0,1086.5599999999995,1061.9333333333336,2,0.0,0.0,3,1048.18,1024.6333333333332,4.0,0.0,0.0,5.0,1082.6799999999998,1058.16,6,1046.9071428571426,1023.4142857142856,7,1040.4785714285715,1017.1428571428572,8.0,1077.4066666666663,1053.0333333333333,9.0,1061.3066666666666,1037.4000000000003,10,1029.2533333333336,1006.22,11.0,1089.8733333333337,1065.1533333333334,12.0,0.0,0.0,13,1053.5,1029.8133333333333,14,1090.2666666666669,1065.513333333333,15.0,1065.3933333333337,1041.3733333333334,16.0,1093.0866666666666,1068.2599999999998,17,1061.2199999999998,1037.3133333333333,18,962.8714285714286,941.307142857143,19,1031.3071428571427,1008.2142857142858,20,1081.7666666666669,1055.5333333333333,21.0,1057.1066666666668,1033.3133333333333,22,0.0,0.0
40,41,2020-05-15,10:00,31.89209383333333,46.13117390000001,0.828095938,1.0,72.90666666666665,71.25333333333333,2,0.0,0.0,3,1087.4857142857145,1062.8285714285714,4.0,0.0,0.0,5.0,1129.4733333333336,1102.8666666666668,6,1084.3733333333332,1059.7933333333333,7,1077.6733333333334,1053.3000000000002,8.0,1116.513333333333,1090.5000000000002,9.0,1106.6466666666663,1081.3733333333332,10,1065.96,1041.9066666666668,11.0,976.24,953.4666666666668,12.0,0.0,0.0,13,1089.3533333333332,1064.6466666666668,14,1131.2642857142855,1104.5571428571427,15.0,1109.6999999999998,1084.3266666666666,16.0,1132.84,1106.0733333333333,17,1096.753333333333,1071.8466666666668,18,1076.0266666666666,1051.6999999999998,19,995.2866666666665,972.8133333333332,20,1119.6571428571428,1092.0571428571427,21.0,1102.5666666666664,1077.4999999999998,22,0.0,0.0
41,42,2020-05-15,10:15,32.43747986206897,47.143508275862075,0.8748338506896551,1.0,0.0,0.0,2,0.0,0.0,3,1147.9333333333332,1120.7333333333336,4.0,0.0,0.0,5.0,1191.5,1161.72,6,1147.92,1120.7266666666665,7,1141.3,1114.4466666666665,8.0,1182.0333333333333,1152.4733333333334,9.0,1167.493333333333,1139.006666666667,10,1127.9533333333334,1101.6933333333334,11.0,0.0,0.0,12.0,0.0,0.0,13,1153.26,1126.0,14,1192.8733333333334,1163.06,15.0,1168.3066666666668,1139.5533333333335,16.0,1198.7733333333335,1168.8066666666664,17,1163.5733333333333,1135.3333333333337,18,1139.3066666666668,1112.5733333333335,19,0.0,0.0,20,1179.5266666666666,1150.0333333333333,21.0,1163.5,1135.3533333333332,22,0.0,0.0
42,43,2020-05-15,10:30,33.07413526666666,48.6802898,0.9080560733333332,1.0,0.0,0.0,2,0.0,0.0,3,1186.926666666667,1157.26,4.0,0.0,0.0,5.0,1232.3866666666668,1201.5933333333332,6,1188.4199999999998,1158.7133333333334,7,1183.1266666666668,1153.5533333333335,8.0,1221.6999999999996,1191.1466666666668,9.0,1206.6733333333332,1176.5,10,1168.8133333333335,1139.76,11.0,0.0,0.0,12.0,0.0,0.0,13,1193.2799999999995,1163.4399999999998,14,1234.3466666666664,1203.4999999999998,15.0,1206.7733333333333,1176.6,16.0,1239.2,1208.22,17,1204.3066666666666,1174.2066666666667,18,1179.84,1150.4866666666665,19,0.0,0.0,20,1222.54,1191.9733333333331,21.0,1205.6666666666667,1175.5333333333333,22,0.0,0.0
43,44,2020-05-15,10:45,33.19247010344828,50.249560172413794,0.943352708275862,1.0,0.0,0.0,2,0.0,0.0,3,1234.2933333333335,1203.4733333333331,4.0,0.0,0.0,5.0,1273.2857142857142,1241.4642857142858,6,1236.613333333333,1205.7,7,1232.1933333333336,1201.38,8.0,1261.6571428571428,1230.107142857143,9.0,1246.5857142857142,1215.4214285714284,10,1207.55,1177.35,11.0,0.0,0.0,12.0,0.0,0.0,13,1233.7142857142858,1202.864285714286,14,1279.1333333333332,1247.14,15.0,1245.0571428571427,1213.9214285714286,16.0,1279.0285714285717,1247.0642857142857,17,1242.2714285714285,1211.2214285714283,18,1200.4533333333334,1170.6333333333332,19,0.0,0.0,20,1266.94,1235.24,21.0,1245.4,1214.2571428571432,22,0.0,0.0
44,45,2020-05-15,11:00,33.46205666666668,51.61099133333334,0.9579001053333333,1.0,0.0,0.0,2,0.0,0.0,3,1254.76,1223.3866666666663,4.0,0.0,0.0,5.0,1294.6066666666666,1262.24,6,1250.2642857142855,1219.014285714286,7,1246.3,1215.1214285714286,8.0,1281.8999999999996,1249.8533333333337,9.0,1266.5333333333335,1234.886666666667,10,1147.7133333333336,1119.0200000000002,11.0,0.0,0.0,12.0,0.0,0.0,13,1254.246666666667,1222.906666666667,14,1298.6666666666663,1266.1933333333327,15.0,1262.0066666666664,1230.44,16.0,1298.4399999999998,1265.9733333333331,17,338.22666666666663,329.77333333333326,18,1226.4857142857145,1195.821428571429,19,0.0,0.0,20,1288.986666666667,1256.7599999999995,21.0,1268.7,1236.986666666667,22,0.0,0.0
45,46,2020-05-15,11:15,34.2517951724138,54.89430189655173,0.9704477541379308,1.0,0.0,0.0,2,0.0,0.0,3,1257.9857142857145,1226.5285714285712,4.0,0.0,0.0,5.0,1305.34,1272.7133333333334,6,1257.7399999999998,1226.3,7,1251.7400000000002,1220.4466666666667,8.0,1292.9733333333334,1260.66,9.0,1281.8733333333332,1249.8266666666668,10,1233.58,1202.7333333333331,11.0,0.0,0.0,12.0,0.0,0.0,13,1253.2866666666666,1221.98,14,1298.8428571428572,1266.3714285714286,15.0,1275.853333333333,1243.9533333333334,16.0,1272.9,1241.0666666666666,17,0.0,0.0,18,1208.0,1178.16,19,0.0,0.0,20,1289.5,1257.2642857142855,21.0,1277.74,1245.7733333333335,22,0.0,0.0
46,47,2020-05-15,11:30,34.651454666666666,56.08395293333334,0.987932009,1.0,0.0,0.0,2,0.0,0.0,3,1273.5933333333337,1241.7666666666669,4.0,0.0,0.0,5.0,1317.54,1284.5866666666666,6,1277.14,1245.2066666666667,7,1271.6266666666668,1239.8533333333337,8.0,1290.7333333333336,1258.4799999999998,9.0,1294.8933333333334,1262.506666666667,10,1248.8533333333332,1217.6333333333334,11.0,0.0,0.0,12.0,0.0,0.0,13,1277.7133333333334,1245.78,14,1309.4133333333332,1276.6866666666667,15.0,1284.8866666666668,1252.746666666667,16.0,1323.013333333333,1289.94,17,0.0,0.0,18,1235.9133333333334,1205.2266666666667,19,0.0,0.0,20,1312.1799999999998,1279.38,21.0,1292.16,1259.8466666666668,22,0.0,0.0
47,48,2020-05-15,11:45,35.15152596551724,55.593795275862064,0.9533445175862068,1.0,0.0,0.0,2,0.0,0.0,3,1243.1799999999998,1212.08,4.0,0.0,0.0,5.0,1283.5933333333337,1251.493333333333,6,745.1666666666667,726.5333333333333,7,1236.9533333333334,1206.0399999999995,8.0,1266.64,1234.9666666666665,9.0,1257.1266666666668,1225.6933333333332,10,1220.993333333333,1190.4733333333334,11.0,0.0,0.0,12.0,0.0,0.0,13,1246.4399999999998,1215.2733333333335,14,1277.1266666666666,1245.2,15.0,1248.38,1217.1533333333334,16.0,1260.506666666667,1229.0,17,0.0,0.0,18,1233.2866666666666,1202.4533333333334,19,0.0,0.0,20,1280.9333333333332,1248.9266666666667,21.0,1259.373333333333,1227.8866666666663,22,0.0,0.0
48,49,2020-05-15,12:00,35.16610503333333,57.4882405,0.9469201943333332,1.0,0.0,0.0,2,0.0,0.0,3,1233.7466666666664,1202.8933333333334,4.0,0.0,0.0,5.0,1288.3785714285714,1256.1642857142856,6,730.66,712.4000000000002,7,1227.6066666666666,1196.913333333333,8.0,1269.2357142857145,1237.5071428571428,9.0,1265.0642857142857,1233.4214285714286,10,1214.7071428571426,1184.3285714285714,11.0,0.0,0.0,12.0,0.0,0.0,13,1238.7357142857145,1207.7857142857142,14,1277.8933333333332,1245.9533333333334,15.0,1256.4357142857143,1225.007142857143,16.0,1284.0357142857142,1251.9285714285716,17,0.0,0.0,18,1146.76,1118.08,19,0.0,0.0,20,1271.506666666667,1239.7333333333331,21.0,1264.2857142857142,1232.678571428571,22,0.0,0.0
49,50,2020-05-15,12:15,36.37757096551724,57.58858162068966,0.977187623448276,1.0,0.0,0.0,2,0.0,0.0,3,1259.7933333333333,1228.2933333333335,4.0,0.0,0.0,5.0,1321.6066666666666,1288.573333333333,6,1270.3785714285711,1238.614285714286,7,1266.0357142857144,1234.3785714285714,8.0,1314.6066666666666,1281.746666666667,9.0,1301.7333333333331,1269.1866666666667,10,1252.5733333333335,1221.2733333333335,11.0,0.0,0.0,12.0,0.0,0.0,13,1271.4199999999998,1239.6266666666666,14,1300.4,1267.8866666666668,15.0,1282.8866666666668,1250.82,16.0,1292.5533333333333,1260.2266666666667,17,0.0,0.0,18,1266.5714285714284,1234.8785714285714,19,0.0,0.0,20,1306.3933333333337,1273.7333333333331,21.0,1301.7733333333335,1269.2266666666665,22,0.0,0.0
50,51,2020-05-15,12:30,35.96635756666666,58.8881528,0.9562375366666666,1.0,0.0,0.0,2,0.0,0.0,3,1230.9142857142854,1200.1357142857144,4.0,0.0,0.0,5.0,1304.013333333333,1271.3933333333334,6,1253.4733333333334,1222.1466666666668,7,1249.3533333333332,1218.1066666666668,8.0,1263.4533333333334,1231.86,9.0,1274.5399999999995,1242.6799999999996,10,1224.8933333333334,1194.2800000000002,11.0,0.0,0.0,12.0,0.0,0.0,13,1246.8133333333335,1215.64,14,1275.8928571428569,1243.9999999999998,15.0,1270.02,1238.2666666666669,16.0,1272.6266666666668,1240.8066666666666,17,0.0,0.0,18,1241.18,1210.16,19,0.0,0.0,20,1282.4214285714286,1250.357142857143,21.0,1272.0533333333333,1240.2533333333336,22,0.0,0.0
51,52,2020-05-15,12:45,35.992946499999995,57.72948603333334,0.9790904166666669,1.0,1046.7,1020.5399999999998,2,0.0,0.0,3,1228.2133333333331,1197.506666666667,4.0,0.0,0.0,5.0,1331.9666666666667,1298.6733333333334,6,944.78,921.16,7,1272.2333333333336,1240.4466666666665,8.0,259.37333333333333,252.8866666666667,9.0,1317.6333333333332,1284.6866666666665,10,1268.7133333333334,1236.986666666667,11.0,943.6066666666665,920.0133333333334,12.0,0.0,0.0,13,1274.3733333333334,1242.5266666666666,14,1283.58,1251.4933333333329,15.0,1272.013333333333,1240.4133333333332,16.0,258.3866666666667,251.92666666666668,17,0.0,0.0,18,1253.7733333333333,1222.62,19,0.0,0.0,20,1316.1466666666663,1283.24,21.0,1314.8333333333333,1281.94,22,0.0,0.0
52,53,2020-05-15,13:00,36.45858144827585,60.389376793103445,0.9264382120689656,1.0,1260.6133333333337,1229.0866666666668,2,0.0,0.0,3,1201.3266666666666,1171.4533333333338,4.0,526.9933333333336,514.6333333333333,5.0,1273.76,1241.9199999999998,6,322.7800000000001,314.71333333333325,7,1222.4,1192.0000000000002,8.0,0.0,0.0,9.0,1252.5733333333335,1221.253333333333,10,1204.2866666666664,1174.493333333333,11.0,1266.1800000000003,1234.52,12.0,908.68,888.62,13,1224.9333333333334,1194.4533333333334,14,1264.5933333333337,1232.9733333333334,15.0,1230.4733333333334,1199.7199999999998,16.0,0.0,0.0,17,0.0,0.0,18,1177.4199999999998,1148.6866666666667,19,0.0,0.0,20,1257.2933333333333,1225.88,21.0,1243.8266666666668,1212.7266666666667,22,0.0,0.0
53,54,2020-05-15,13:15,36.93956406666666,56.85950403333334,0.904246814,1.0,0.0,0.0,2,0.0,0.0,3,1188.9799999999998,1159.8733333333332,4.0,0.0,0.0,5.0,1253.4800000000002,1222.16,6,1194.2933333333335,1164.9,7,1198.94,1169.7466666666664,8.0,0.0,0.0,9.0,1224.32,1193.7066666666667,10,1194.0500000000002,1164.5357142857142,11.0,1261.6857142857143,1230.1428571428569,12.0,978.2642857142856,956.6357142857144,13,1222.7857142857144,1192.2214285714283,14,1252.1466666666663,1220.84,15.0,1220.9866666666665,1190.4733333333334,16.0,0.0,0.0,17,0.0,0.0,18,1148.78,1121.2133333333334,19,956.6533333333331,933.8333333333331,20,1240.44,1209.4199999999998,21.0,1232.9400000000005,1202.12,22,0.0,0.0
54,55,2020-05-15,13:30,36.89079344827587,57.14867327586207,0.8954739062068966,1.0,0.0,0.0,2,0.0,0.0,3,1176.1866666666665,1147.1733333333334,4.0,715.3933333333333,698.9866666666668,5.0,1272.0857142857144,1240.3000000000002,6,1198.1,1168.4785714285713,7,1197.7142857142858,1168.107142857143,8.0,0.0,0.0,9.0,1245.0500000000002,1213.9214285714286,10,1189.14,1159.94,11.0,1252.8133333333333,1221.5066666666664,12.0,974.9466666666666,953.4066666666665,13,1211.8666666666666,1181.8,14,1250.5733333333333,1219.3,15.0,1229.7071428571426,1198.9499999999998,16.0,0.0,0.0,17,0.0,0.0,18,1110.1999999999996,1083.6,19,1182.8357142857142,1153.85,20,1240.8533333333332,1209.8466666666666,21.0,1238.6214285714289,1207.65,22,0.0,0.0
55,56,2020-05-15,13:45,36.614378066666674,52.980611200000006,0.8660270623333334,1.0,0.0,0.0,2,0.0,0.0,3,1174.15,1145.1214285714284,4.0,0.0,0.0,5.0,1247.14,1215.9466666666667,6,1180.9333333333334,1152.0466666666666,7,1181.96,1152.9066666666663,8.0,0.0,0.0,9.0,1219.5666666666666,1189.0666666666668,10,1165.3200000000002,1137.3666666666668,11.0,1245.2866666666666,1214.166666666667,12.0,956.7466666666669,935.7066666666669,13,1188.26,1158.8533333333337,14,1232.0928571428572,1201.3,15.0,1209.5866666666666,1179.4266666666667,16.0,0.0,0.0,17,0.0,0.0,18,1135.2266666666667,1107.8933333333334,19,1164.7733333333333,1136.6066666666666,20,1219.2357142857145,1188.7642857142855,21.0,1226.0400000000004,1195.3866666666668,22,0.0,0.0
56,57,2020-05-15,14:00,36.84276606896551,54.810004896551725,0.8379443868965518,1.0,0.0,0.0,2,0.0,0.0,3,1129.2333333333331,1103.3933333333334,4.0,1061.1066666666666,1037.1933333333334,5.0,1205.4666666666667,1175.3266666666666,6,1142.9666666666667,1115.9866666666665,7,1141.6133333333337,1114.7533333333336,8.0,0.0,0.0,9.0,1178.0133333333335,1148.8533333333332,10,1128.3066666666666,1102.186666666667,11.0,1209.0066666666664,1178.7933333333333,12.0,932.08,911.7066666666666,13,1149.0533333333335,1121.7799999999995,14,1192.3733333333332,1162.5666666666668,15.0,1172.18,1143.2733333333335,16.0,0.0,0.0,17,0.0,0.0,18,1106.64,1080.8333333333333,19,1127.5333333333333,1101.2933333333333,20,1184.16,1154.5466666666666,21.0,1183.2,1153.6133333333332,22,0.0,0.0
57,58,2020-05-15,14:15,37.3528292,53.53894659999999,0.8261285799999998,1.0,0.0,0.0,2,0.0,0.0,3,1127.86,1102.0466666666673,4.0,1062.2866666666669,1038.3333333333337,5.0,1202.7266666666665,1172.7466666666664,6,129.83999999999995,126.95999999999998,7,1133.56,1107.2199999999998,8.0,1167.833333333333,1138.96,9.0,1175.2266666666667,1146.3066666666668,10,1120.0666666666664,1094.4666666666667,11.0,1193.2266666666667,1163.4,12.0,926.24,906.0133333333331,13,1139.8,1113.3533333333337,14,1189.4866666666665,1159.7666666666664,15.0,1167.3066666666668,1138.7666666666669,16.0,0.0,0.0,17,531.6533333333333,519.24,18,1023.7466666666668,1000.42,19,1123.66,1098.0066666666664,20,1178.5,1149.0333333333333,21.0,1181.3000000000004,1151.98,22,0.0,0.0
58,59,2020-05-15,14:30,37.268465866666666,51.3589315,0.6810660216666665,1.0,0.0,0.0,2,0.0,0.0,3,932.4466666666668,911.9466666666668,4.0,890.2533333333333,870.9266666666665,5.0,1006.1,983.3266666666666,6,937.5133333333331,916.9133333333331,7,936.2866666666665,915.7133333333331,8.0,952.2857142857144,930.9357142857144,9.0,990.1466666666665,968.0466666666669,10,941.1357142857144,920.4428571428573,11.0,979.257142857143,957.35,12.0,742.9266666666667,727.3533333333331,13,960.5714285714284,939.3285714285713,14,980.9733333333331,959.0333333333332,15.0,986.2266666666667,964.22,16.0,0.0,0.0,17,974.0571428571427,952.4571428571428,18,905.6666666666665,885.8866666666665,19,933.0533333333334,912.5533333333332,20,985.4799999999998,962.4933333333331,21.0,985.1533333333333,963.1133333333331,22,0.0,0.0
59,60,2020-05-15,14:45,37.21659834482757,49.36587620689655,0.68664654,1.0,0.0,0.0,2,674.0600000000001,659.0400000000001,3,978.2266666666663,956.5933333333331,4.0,906.6933333333336,886.9800000000001,5.0,1030.486666666667,1007.42,6,982.6,960.85,7,979.7642857142856,958.1071428571429,8.0,1007.7066666666666,985.2466666666666,9.0,1017.6400000000004,994.9066666666665,10,959.42,938.2866666666665,11.0,999.16,976.92,12.0,782.5200000000001,766.02,13,985.38,963.54,14,1007.5733333333334,985.14,15.0,1016.3866666666668,993.6933333333332,16.0,0.0,0.0,17,989.7533333333334,967.8066666666664,18,959.15,938.0214285714286,19,979.05,957.4071428571427,20,1011.88,988.86,21.0,1004.9933333333336,982.6333333333334,22,0.0,0.0
60,61,2020-05-15,15:00,37.115580266666655,50.190043166666655,0.6538071269999998,1.0,818.1066666666666,800.1733333333333,2,933.45,913.0428571428571,3,932.5285714285714,912.1285714285711,4.0,860.4285714285713,841.9285714285713,5.0,965.7785714285714,944.4714285714286,6,922.9066666666665,902.76,7,924.9666666666666,904.76,8.0,957.1666666666669,936.1133333333331,9.0,944.45,923.7214285714285,10,917.366666666667,897.38,11.0,959.5066666666669,938.3933333333332,12.0,749.2714285714286,733.5928571428572,13,942.54,921.8733333333331,14,962.3714285714285,941.1857142857144,15.0,934.5785714285715,914.1214285714285,16.0,831.9266666666667,813.6133333333331,17,945.26,924.5266666666665,18,917.72,897.7066666666667,19,911.4333333333332,891.6266666666669,20,958.7142857142856,937.3,21.0,955.6214285714286,934.6142857142856,22,831.6266666666666,813.6066666666666
61,62,2020-05-15,15:15,37.08661827586207,48.28441227586208,0.6051379079310345,1.0,898.3066666666667,878.7866666666665,2,875.9333333333332,857.0333333333333,3,875.1866666666666,856.3066666666666,4.0,817.4866666666666,800.0933333333332,5.0,906.04,886.3066666666666,6,860.2800000000002,841.76,7,861.82,843.2800000000002,8.0,896.6333333333334,877.1666666666667,9.0,887.06,867.8533333333331,10,855.0066666666665,836.6,11.0,898.2466666666666,878.74,12.0,709.6266666666667,694.9200000000001,13,880.4466666666666,861.42,14,902.7533333333331,883.1266666666666,15.0,881.4866666666666,862.4133333333334,16.0,911.4066666666665,891.5666666666667,17,881.6066666666666,862.5666666666666,18,850.7866666666665,832.54,19,850.3333333333331,832.0866666666667,20,898.0866666666667,878.3,21.0,895.4933333333335,876.08,22,839.2066666666667,821.2333333333332
